,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G01010,207.721230094818,0.397253282143801,0.224689387081073,1.76801088518019,0.0770590839274338,0.187980911530512
AT1G01020,448.167128999364,0.0312040733184919,0.15717572270529,0.198529854238371,0.842630529276772,0.917843895196607
AT1G03987,4.11602205207505,0.280617428097938,1.7490806649327,0.16043709917103,0.87253676719927,NA
AT1G01030,173.979868449617,-0.0083870688931994,0.253638301209503,-0.0330670441065277,0.973621123363497,0.987523589887803
AT1G01040,765.802592198848,0.00935904876844093,0.121275479561865,0.0771718141396152,0.938486863819716,0.969897463265931
AT1G01050,2233.8263656064,-0.399807782147309,0.0695254794467777,-5.750521755889,8.89684536663515e-09,1.13753342887726e-07
AT1G01060,228.272488627096,-0.430767454946714,0.215354962020431,-2.00026714455665,0.0454714248159659,0.125125339767122
AT1G01070,161.800859807685,-0.347176733130657,0.265921775010236,-1.30555962601142,0.191702357790729,0.366219136947819
AT1G01080,2478.42202987268,0.0164073810597422,0.0655758648261292,0.250204569977772,0.802429151304474,0.896536394853003
AT1G01090,7978.22440263827,-0.276637774619656,0.0403012247134767,-6.86425230464891,6.68404061132849e-12,1.13800959480505e-10
AT1G01100,7617.57707243747,-0.730295250953456,0.0399673074021439,-18.2723155104084,1.3749101232929e-74,1.80450124658402e-72
AT1G01110,170.924737195879,0.54506842184076,0.253314527556208,2.15174560693055,0.0314173959813673,0.0936567318830833
AT1G01120,3040.5915501148,-0.047255590023784,0.0626582819747859,-0.754179472121498,0.450741462139653,0.643619446407065
AT1G01130,59.6115448283246,-0.710073807225908,0.430816276140701,-1.64820561931138,0.0993104841181611,0.227027309006788
AT1G01140,986.455071090955,0.16308741856136,0.10738989538529,1.51864770867166,0.128851195469673,0.275406923190033
AT1G01150,0.794617170625916,-3.31937359028295,4.09576027737123,-0.810441374858349,0.417686546279727,NA
AT1G01160,687.727754957869,0.0744103317382556,0.130788691723544,0.568935515430809,0.569399902231929,0.739160821000347
AT1G04007,8.73991366257296,1.49032967099201,1.14073056601756,1.30646948139116,0.191392950863235,NA
AT1G01170,725.004731768231,0.146097805938717,0.126413744766517,1.15571139996332,0.247799223627889,0.436299273986881
AT1G04013,6.88664593801342,-0.742840776472727,1.27978674870471,-0.58044105959416,0.561617222948998,NA
