,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G01010,125.632049316315,-0.482193565276648,0.32207421285422,-1.49715048902379,0.134354104874973,0.356791924275792
AT1G01020,265.978623575097,-0.499723949543899,0.202256320849127,-2.47074577173124,0.0134831633800733,0.0674408055537053
AT1G03987,4.97163162209412,0.259760241307644,1.51412545290876,0.171557938484306,0.863785077309584,NA
AT1G01030,152.933671610365,0.375873408813629,0.263294383462603,1.42757852966892,0.153413207067083,0.38606469740932
AT1G01040,395.289259922463,-0.0802874120272174,0.186188294846623,-0.431216216322063,0.666311163873378,0.846988999320135
AT1G01050,2003.16544770753,-0.229287986878726,0.0779617822986065,-2.94103059368903,0.00327122223501528,0.0217605388957425
AT1G01060,201.985955482366,-1.54764892069382,0.238604378336071,-6.48625532979107,8.79959930244053e-11,2.4961265769025e-09
AT1G01070,114.307886695211,-0.354206604040229,0.348142214645884,-1.01741928769113,0.308954010396571,0.580791538070022
AT1G01080,1919.76649268113,0.103004793591894,0.0875893415961002,1.17599689317084,0.239596117563805,0.501608810228544
AT1G01090,6551.73144669546,-0.308062487193521,0.0457257444778595,-6.73717816322674,1.61492119573554e-11,5.03450350327323e-10
AT1G01100,8106.27387242853,-0.328035749240862,0.051234732021955,-6.40260495751774,1.52748051806593e-10,4.17011010799155e-09
AT1G01110,140.598125712978,0.342535711231468,0.274182589037117,1.24929782169756,0.211556164364913,0.467124714490642
AT1G01120,2735.11492053023,0.186698346219936,0.0666121919792402,2.80276538982715,0.00506665115207091,0.0311836764318491
AT1G01130,72.5808774482333,0.11420066526731,0.397791676781357,0.287086613252794,0.774046002021616,0.904760656967527
AT1G01140,645.963107747392,-0.0103684949280441,0.148555166272208,-0.0697955863012204,0.944356360233824,0.977634990963581
AT1G01150,4.48885241070155,-1.41554650432223,1.78288785630375,-0.793962726997823,0.427217130533862,NA
AT1G01160,497.163305378971,0.443817660332666,0.15471886521708,2.86854262865723,0.00412367625501981,0.026274702128106
AT1G04007,4.01588278235791,-0.0701963856566246,1.58367673432926,-0.0443249459532885,0.964645387217208,NA
AT1G01170,593.227764982963,0.0324848007431606,0.148469884143873,0.218797239120101,0.826807997635247,0.928328580252293
AT1G04013,5.14857359439394,-0.424927975107419,1.42326960116649,-0.298557613230238,0.76527761079402,NA
AT1G01180,303.967820118158,0.0923611605114073,0.187483985600613,0.492634932074462,0.622270561017044,0.823648527901212
AT1G08765,26.2027478096579,-0.0899077800981423,0.655234012160058,-0.137214763625823,0.890861041602646,NA
AT1G01190,32.0572136862954,0.227045323385649,0.575462952063961,0.394543771360652,0.693179617596395,0.862165600349696
AT1G01200,71.8049459509853,-0.801991164354476,0.390141278621246,-2.05564293834454,0.0398169457854469,0.154501461950651
AT1G01210,239.487703783395,-0.243417349280767,0.228250675563212,-1.06644744283946,0.286221424996462,0.556244476074135
AT1G01220,463.17982299745,-0.266064113166334,0.162256845621846,-1.63977126602363,0.101052734738584,0.295433033841121
AT1G01225,95.9493706128473,0.365830781027739,0.377769756379259,0.968396158903909,0.332846557066354,0.604128977011614
AT1G01230,639.301533066379,-0.21415042420816,0.1301502328282,-1.64540945916587,0.099885400178307,0.293427924143769
AT1G01240,435.224692683105,0.517875283890451,0.164001914866455,3.15773925147247,0.00158997705389767,0.0117887937606887
AT1G01250,176.203993717117,-0.416238414974164,0.255297724727852,-1.63040393492686,0.103016153571089,0.299689124309365
AT1G01260,309.741402570211,0.34737495476301,0.195608818155906,1.77586551586924,0.0757550859542309,0.244155361747191
AT1G01290,214.952959487256,-0.0250363523221998,0.252434719014254,-0.0991795123110072,0.920995741453068,0.968519429308732
AT1G01300,2804.63514188925,-0.353611440703795,0.0654428003988082,-5.40336658194466,6.54016061538989e-08,1.30747845868726e-06
AT1G01310,1.55356000240371,0.313813285238627,2.49724961145489,0.125663563545736,0.899998245246288,NA
AT1G01320,6114.90753461442,-0.575252626432401,0.0577235883567378,-9.9656421717458,2.15476803805417e-23,1.62182779979759e-21
AT1G01340,38.876496678196,-0.575025204532031,0.523746418828853,-1.09790765885873,0.272244813283709,0.540882218167613
AT1G01350,326.209917585829,-0.0254466842381606,0.216364361057662,-0.117610331543368,0.906376418378217,0.962467725029581
AT1G01355,1.37570094601201,-3.77535077323146,3.06662262046565,-1.23111032574924,0.218281604114254,NA
AT1G01360,203.845009387988,0.217004611659913,0.2298457335642,0.944131562917615,0.345102422029512,0.616109899544655
AT1G01370,287.797615560693,0.13105102160018,0.223745162322271,0.585715553534162,0.558066680246674,0.786262638766513
AT1G01380,61.13832756563,0.117194899193515,0.446601210695523,0.262415095138231,0.793001436112582,0.913664086715105
AT1G01390,99.3822574954458,-0.354700184873305,0.33500183406322,-1.05880072527116,0.289690543297549,0.560167220468505
AT1G01420,438.900536507816,-0.378370585797002,0.157678865826334,-2.39962777391952,0.0164117509542471,0.0785336370384085
AT1G01430,4084.69302102072,0.348785759756106,0.055344738800243,6.3020581055588,2.93719005990944e-10,7.76075449116213e-09
AT1G01440,265.094158926468,0.140871867887576,0.205593972058044,0.685194543776823,0.493221166436344,0.743590637324668
AT1G01448,104.845059712853,0.211247660883161,0.33062783095048,0.638928853254344,0.522869216775296,0.763917241595133
AT1G01453,23.1505892819014,-0.16091285792721,0.698713989877012,-0.230298606094225,0.817859743680521,NA
AT1G01460,0.463922438520464,-2.20564754648575,4.89059538725902,-0.450997756271538,0.651991166105208,NA
AT1G01470,3409.43149232624,0.11467920364989,0.0686049824070729,1.67158710091102,0.0946057700950542,0.282754660439133
AT1G01480,63.2207328457442,-0.677425280023061,0.426213043426251,-1.5894053231627,0.111968913585518,0.316049113321024
AT1G01490,1767.13812172884,-0.123953441766895,0.0807258552287016,-1.53548626292935,0.124664428849218,0.339318551534491
AT1G01500,546.438022054219,-0.322657710768404,0.142367523717523,-2.26637158772672,0.0234286416747002,0.103583875150582
AT1G01510,880.594417031921,-0.136564655927319,0.120223470836059,-1.13592341809482,0.255988616475442,0.5209130392945
AT1G01520,220.170089285325,0.867991293779993,0.222419719630044,3.90249252729813,9.5207178446485e-05,0.00101964513333957
AT1G01540,1685.8245638012,0.220924707219558,0.0836877068437031,2.63987048458816,0.00829377160613159,0.0461112222433896
AT1G01550,2370.69687630984,0.0951185438613414,0.0724537650007949,1.31281713048725,0.189244576218853,0.437441396540629
AT1G01560,1.39176731556139,-3.79109178652489,3.37494610379093,-1.1233043935921,0.261308238469166,NA
AT1G01570,41.9032320857314,0.730336503773107,0.505059611868995,1.44604020319595,0.148165925911363,0.378621760086225
AT1G01580,45.3737843399985,-0.547838060162071,0.486717749690543,-1.12557649789922,0.260344820606965,0.525980140898699
AT1G01600,148.883851405405,-0.376901330021746,0.279414222340508,-1.34889815867152,0.177369679754517,0.422076834604149
AT1G01610,2062.00119492596,-0.23787048974069,0.07983005474145,-2.97971096864576,0.00288520476675292,0.0195296626490492
AT1G01620,16361.7538250148,0.507549968470051,0.0346217874669798,14.6598429949384,1.16542128832186e-48,2.97528905121305e-46
AT1G01630,1483.71123953443,-0.505086839515827,0.0874997322867557,-5.77243868427559,7.81323799703455e-09,1.77840593060213e-07
AT1G01640,95.1907155112509,0.259267127696225,0.335362016409919,0.773096281062783,0.439465401878951,0.70077254994483
AT1G01650,501.5208670081,-0.486914665922943,0.147083544405491,-3.31046323292686,0.000931416876543509,0.00746239509400338
AT1G01660,19.8128180252528,-1.00469320062474,0.741576595740429,-1.3548070508099,0.175479039601283,NA
AT1G01670,10.2871122791206,-0.705451671200167,1.03197397906255,-0.683594436984739,0.494231298474829,NA
AT1G01690,91.6455130689509,-0.366716545958302,0.348376509221904,-1.05264429791021,0.292504046654187,0.563588623089332
AT1G01695,3.82195735641683,-1.31278600263473,1.67522727571267,-0.78364650675607,0.433247558901522,NA
AT1G08775,0.473957348187729,2.51958377354481,4.90760276265067,0.51340418028943,0.607668622042616,NA
AT1G04037,10.7230338339892,-0.0552670080539576,0.993850884440868,-0.0556089539378438,0.955653331333655,NA
AT1G01700,32.1585009527636,0.192374917985004,0.579987306707524,0.331688152068498,0.740124747974963,0.887331979681893
AT1G01710,623.486524062725,0.0330277876793643,0.13366748318961,0.247089171511621,0.804839213844427,0.919121225167679
AT1G01715,64.9359938135344,0.00847424353775495,0.403523368400208,0.0210006264850325,0.983245155923974,0.993044697875313
AT1G01720,1475.45747161349,0.397065545461911,0.0950738478593719,4.17639082042023,2.96170794901338e-05,0.000359592458693835
AT1G01725,20.9403102272683,1.34722464229902,0.73593513555491,1.83062959928281,0.067155847489974,NA
AT1G04047,4.86251021226518,0.76627388157171,1.64933503331345,0.464595649819124,0.642221048126275,NA
AT1G01730,440.856084642535,-0.108880907878171,0.156275295652308,-0.696725016092223,0.485974900150102,0.73872226470197
AT1G01740,66.3954772833845,0.124483280916656,0.420302386165487,0.296175527463322,0.76709603711781,0.900850272470297
AT1G01750,110.462573933236,-0.101855105573992,0.335652441587591,-0.303454088080608,0.761543831240539,0.897510047398394
AT1G01760,35.2153306902993,0.452197670323549,0.561604415780823,0.805188950829097,0.420710651549731,0.684587909481268
AT1G01770,369.216500972895,-0.227310504416061,0.174972407807655,-1.29912200022954,0.193902064103654,0.444023975157119
AT1G01780,844.404686435199,-0.215722853966882,0.114361963956155,-1.8863164508926,0.0592523237175644,0.205280561098886
AT1G01790,1534.39482960186,-0.0639441260574717,0.0863433844135574,-0.740579333226037,0.458948542704432,0.716985437092948
AT1G01800,1328.65994982174,-0.0222590651882639,0.0945844378794225,-0.235335385897626,0.813948432254734,0.922532394207714
AT1G01810,20.1245972904966,-0.00523567464776571,0.734054791782722,-0.00713253929594327,0.994309105268747,NA
AT1G01820,1002.00056584082,0.0293078398124343,0.125907245259818,0.232773259012661,0.81593747880586,0.923196807611928
AT1G01830,476.050305687468,0.150683929368927,0.165767473418694,0.909007818369355,0.363345998850662,0.633416315427397
AT1G01860,98.8834875706404,0.109372326031231,0.351140414111739,0.311477464956303,0.755437671795203,0.895056603734642
AT1G01880,52.8448565395224,0.443169652579129,0.484251118925972,0.915164953179751,0.360105040298681,0.630150465109548
AT1G01900,60.8870220569387,0.135924715924412,0.434220767109955,0.313031356904201,0.754256839097157,0.894558365510923
AT1G01910,928.169291427876,-0.0889120603967061,0.109871550764516,-0.80923641996524,0.418379169750126,0.682418806695921
AT1G04083,2.23036156069397,-0.0416424338188518,2.12115066639488,-0.0196320018556851,0.98433693495949,NA
AT1G01920,314.898147331589,0.386329940314641,0.206563605550212,1.870271092943,0.0614461816383861,0.210449830223421
AT1G01930,282.373985436063,0.0301676120250033,0.200421858302144,0.150520568367969,0.880353924389747,0.950811372012181
AT1G01940,484.733168238112,0.0743239954264635,0.152520142432903,0.487306097679263,0.626041427163625,0.824879233322599
AT1G01950,409.007323634165,-0.0432478996142679,0.167420432960839,-0.258319124191873,0.796160628035634,0.915909547244502
AT1G01960,1712.78676268282,0.192494919780714,0.082283508779877,2.33941068672304,0.0193141889800531,0.089300944251386
AT1G01970,864.455974257151,-0.306413103485605,0.112719854575787,-2.71835964159791,0.00656064843099519,0.038230650881666
AT1G01980,1.39176731556139,-3.79109178652489,3.37494610379093,-1.1233043935921,0.261308238469166,NA
AT1G01990,645.244729195092,0.135508198459931,0.1298695475564,1.04341780663463,0.296754830013328,0.568412254231434
AT1G02000,346.699266026936,0.0999592316241736,0.176415408822224,0.566612816258605,0.570977265584706,0.794908069375554
AT1G02010,220.443340222902,-0.438494883809434,0.229396997549532,-1.91151099837195,0.0559389447665665,0.197123362908716
AT1G02020,317.776375419057,0.338517499245295,0.189366561703625,1.78763080556484,0.0738355920095166,0.239797490844729
AT1G02030,17.8166499348307,-0.0779739261881253,0.772961036581552,-0.10087691681455,0.919648167332328,NA
AT1G02040,0.679817288231315,-2.75993550899984,4.06795402745764,-0.678457890716311,0.497481414388236,NA
AT1G02050,160.478872532412,0.0393714085810177,0.261734327600621,0.150425085398406,0.880429251154524,0.950811372012181
AT1G02060,55.2629497090672,1.32903311524387,0.445673196144944,2.98207997864792,0.00286297195943255,0.0194418642191228
AT1G02065,9.62277692292319,1.86886786638983,1.10219343358925,1.69558972992965,0.0899636040711911,NA
AT1G02070,3.67721875896798,-0.624663755394296,1.86268886770972,-0.335355928852656,0.737356608648844,NA
AT1G02080,1586.54958668682,0.130055584538583,0.0926348454402824,1.40395964305272,0.160330867410484,0.397085834703574
AT1G02090,1150.8224412516,0.0709540487608491,0.0999564085716962,0.709849921328011,0.477797208009779,0.732365405552925
AT1G02100,734.12864328426,0.0937683186525815,0.124455633620152,0.753427674787061,0.451192957686171,0.710310058814473
AT1G02110,903.269871154277,0.0702320101754697,0.111886240347943,0.627709090564331,0.530194529121911,0.76931489083239
AT1G02120,1058.71337290096,-0.39771969435913,0.103223677139573,-3.85298901744565,0.000116684626107284,0.00122127753818217
AT1G02130,1836.83597985178,0.0923570242940654,0.0814435140988645,1.13400097375407,0.256794139549713,0.521594977354389
AT1G04087,0.463922438520464,-2.20564754648575,4.89059538725902,-0.450997756271538,0.651991166105208,NA
AT1G02140,3726.61610409374,-0.0281592449929354,0.0579281909089524,-0.486106065994607,0.626891966307929,0.825485678364076
AT1G02145,386.922441828737,0.0481612525405637,0.194044119841402,0.248197433552366,0.803981651968557,0.919042718090329
AT1G02150,2658.15936586245,0.290107700711929,0.0697721550657084,4.15792948402866,3.21145116429514e-05,0.000384722481901482
AT1G02160,484.713997063123,-0.0179190856447896,0.167848721821466,-0.106757355375332,0.914981479541733,0.966445554840543
AT1G02170,747.831936707653,0.323987155679931,0.121889555561336,2.65803869895068,0.00785968673665646,0.0441394773569898
AT1G02180,180.438168690065,-0.0747070967948094,0.242479393210378,-0.308096683209664,0.758008764974159,0.895731156908717
AT1G02190,14.5282570608626,-0.541198166257152,0.975706599216655,-0.55467306123752,0.579118305392412,NA
AT1G02205,2000.80442458268,0.37448050476863,0.0766168641098748,4.88770336817224,1.02019088633468e-06,1.67595184562041e-05
AT1G04093,0.463922438520464,-2.20564754648575,4.89059538725902,-0.450997756271538,0.651991166105208,NA
AT1G02220,35.942988155398,-0.1144831687871,0.567065050854858,-0.201887188453097,0.840004917987285,0.934261916320251
AT1G02230,7.43516744851074,-0.324329178711918,1.19392481183711,-0.271649584208629,0.785891469847287,NA
AT1G02250,5.69208355277897,0.117046538349868,1.46506568472502,0.0798916659984684,0.936323418212864,NA
AT1G02260,253.975346839977,0.198343528917765,0.222406706487934,0.891805521739181,0.37249718155107,0.642062993581149
AT1G02270,342.813998518304,-0.494759569268755,0.180147869133506,-2.74640811267156,0.0060251761328678,0.0355933794565786
AT1G08795,0.231961219260232,-1.20076035919187,4.99437523092662,-0.24042253608748,0.810002709206513,NA
AT1G02280,1843.32611353443,-0.101804401194129,0.0847725490852245,-1.20091235066887,0.229785202832245,0.490963814963445
