,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G01010,207.880379804306,0.216903131741521,0.221504212411866,0.979228021804888,0.327467325888474,0.539985390391163
AT1G01020,449.781508063204,-0.452213266743375,0.153178359511108,-2.95220074289008,0.00315517736949217,0.016228253690534
AT1G03987,3.63139041814896,0.386475855145592,1.65273195043962,0.233840614651875,0.815108717616868,NA
AT1G01030,212.626299600978,0.659732801053319,0.221666999236692,2.97623373494973,0.00291812361171804,0.0152568528333756
AT1G01040,744.267261070093,-0.11344295332884,0.118908557546308,-0.954035232364671,0.340065808519539,0.552596682957721
AT1G01050,2862.20174434928,-0.188778856987421,0.0649802612031625,-2.9051723322133,0.00367050944130118,0.0183580695376613
AT1G01060,253.237888341023,-0.710342772967185,0.201373936846743,-3.52748118296857,0.000419533579883522,0.00289751273696563
AT1G01070,248.054175844507,0.0144105538445071,0.208601529330102,0.0690817267293522,0.944924566233045,0.97418691548794
AT1G01080,2673.70326033605,-0.0304680601326584,0.0657733908370234,-0.463227754338433,0.643201124248873,0.798688168265709
AT1G01090,7238.88760289691,0.0597766369084605,0.0405163027949725,1.47537244972604,0.140112438033531,0.307006776778733
AT1G01100,8900.41771785951,-0.231754802336276,0.037828434726085,-6.12647084169377,8.98496631148039e-10,1.78856425198391e-08
AT1G01110,132.302519345326,0.388871407981266,0.291510024555505,1.33398982959237,0.182207189687117,0.367956323326843
AT1G01120,3096.43939439048,0.686203945779175,0.0598009614737046,11.4747978773035,1.76589830506096e-30,1.44949002439284e-28
AT1G01130,63.4986231855033,0.0557260204611413,0.405446767186545,0.137443494365074,0.890680253706252,0.947057867976498
AT1G01140,1082.32375416263,0.309028065273102,0.101298516308616,3.05066724108394,0.00228333477257803,0.0124231847719153
AT1G01150,2.63653014117904,-0.200007182036998,2.05985159664104,-0.0970978600415416,0.922648680272598,NA
AT1G01160,625.440717981115,0.0305557842811582,0.128679435958139,0.237456622759042,0.812302566930845,0.903244871170074
AT1G04007,8.33615126117686,-0.0561893151313319,1.09271973540187,-0.0514215249445156,0.958989633035483,NA
AT1G01170,856.561042480079,-0.24846473796401,0.112194075507534,-2.21459766783607,0.026787692245819,0.0920522940260161
AT1G04013,5.65887854893034,0.533575224798033,1.34576147131334,0.396485734041198,0.691746729998201,NA
AT1G01180,360.375688074674,-0.0376174957712412,0.173100594475061,-0.217315809257147,0.827962237476715,0.911901424003896
AT1G08765,36.2120983501564,-1.10128406661675,0.548922152926859,-2.00626639086196,0.0448278338237686,0.136093755471672
AT1G01190,76.5043428610969,-0.231936431913861,0.371398919734102,-0.624494094059058,0.532303147749534,0.71860024264042
AT1G01200,100.431581174189,-0.921150265430509,0.32400860414391,-2.84298087658615,0.00446937520123102,0.0216282200248527
AT1G01210,296.131555049801,0.0991767464416295,0.190453631415932,0.520739592646764,0.602548189253148,0.771549475691294
AT1G01220,836.097378574077,-0.240329151292009,0.111558813756485,-2.15428206162723,0.0312180587674539,0.103589319609988
AT1G01225,114.128711369528,-0.159247421627876,0.316303916680914,-0.503463325079609,0.6146385591958,0.780218971661645
AT1G01230,862.308381766783,-0.0830361553091882,0.11046671639943,-0.75168483336594,0.452240613297418,0.655504052963469
AT1G01240,472.809437314073,0.0661755338567864,0.153622013867875,0.430768561032547,0.666636661416694,0.813216082456207
AT1G01250,164.05614693517,-0.553278646456289,0.252134551155262,-2.19437853289526,0.0282082078820965,0.0958992524997949
AT1G01260,441.862683077363,0.304396740642143,0.170494784781593,1.78537273754198,0.074200877674991,0.196836109337062
AT1G01290,351.843828714127,0.0245167319446553,0.183976017894145,0.133260477236558,0.89398738335926,0.94838168005977
AT1G01300,2952.35226970357,0.131837247454707,0.0655560382788967,2.01106184748121,0.0443189244290051,0.135011538930541
AT1G01310,1.44577110440156,0.326140331187409,2.89843233661284,0.112523010134693,0.910408726149838,NA
